Time,Data
2.465,-0.00015576160509848477
2.466,-0.010881170790714031
2.467,-0.028771774273210367
2.468,-0.04140235888596735
2.469,-0.04364939878625516
2.47,-0.02530412397917296
2.471,-0.0019611364231746165
2.472,4.5167372151297514e-05
2.473,-0.014709397017438404
2.474,-0.02649795025138114
2.475,-0.025257377029308622
2.476,-0.01183893908780076
2.477,-0.0004028207925299398
2.478,-0.0021112603627566956
2.479,-0.013711055508542671
2.48,-0.026384754335642056
2.481,-0.027736772600466645
2.482,-0.011857126948502196
2.483,0.004550382451329358
2.484,0.006235026873480684
2.485,-0.010486960469452663
2.486,-0.027933694090301154
2.487,-0.02265207831630415
2.488,-0.00360740620601469
2.489,0.002953659346031532
2.49,-0.004001173692850861
2.491,-0.013607359187075771
2.492,-0.018822230802429035
2.493,-0.0126945539298563
2.494,-0.008600445859748226
2.495,-0.02151263449603755
2.496,-0.03788304239653079
2.497,-0.039791393070450126
2.498,-0.0293434321050182
2.499,-0.024187978078376283
2.5,-0.035455930235878
2.501,-0.046181478465420624
2.502,-0.035878684531924096
2.503,-0.01792093421237605
2.504,-0.010976364823035665
2.505,-0.025393067489996184
2.506,-0.04367769434340359
2.507,-0.03774944704952101
2.508,-0.01708002663384748
2.509,-0.0159140865964581
2.51,-0.0293729263087144
2.511,-0.04036780845676702
2.512,-0.04264256495470795
2.513,-0.02551014760842379
2.514,-0.00251536906576078
2.515,0.002300732459866697
2.516,-0.010404625052588904
2.517,-0.020364448713402893
2.518,-0.00857553410470004
2.519,0.0198585883746283
2.52,0.02658654224876483
2.521,0.006377265084926677
2.522,-0.006771739990418513
2.523,0.0037748882678220485
2.524,0.02220117180021435
2.525,0.029396279953675483
2.526,0.00676331401440745
2.527,-0.02308062358467359
2.528,-0.028376667242450755
2.529,-0.010962371543804961
2.53,0.009340884802768228
2.531,0.0037399295556219503
2.532,-0.02927117058651439
2.533,-0.05731107970053687
2.534,-0.053849951514574515
2.535,-0.02800029085470741
2.536,-0.019377773308207544
2.537,-0.043650470146812184
2.538,-0.07035343114970244
2.539,-0.06824120752222242
2.54,-0.04609377128348381
2.541,-0.03237200131573492
2.542,-0.039508570151413125
2.543,-0.06493833018140967
2.544,-0.08238899022459659
2.545,-0.06804596145773716
2.546,-0.0382304778094898
2.547,-0.017428405300366615
2.548,-0.02413274266086818
2.549,-0.04858725727896481
2.55,-0.051543405937192414
2.551,-0.024073383585785507
2.552,-0.005081929885867624
2.553,-0.013910181444971774
2.554,-0.038265333904277714
2.555,-0.04976403898229378
2.556,-0.03229399740621245
2.557,-0.010638003828009415
2.558,-0.012354763196095997
2.559,-0.030684418454005255
2.56,-0.052916498698951375
2.561,-0.05750979015865022
2.562,-0.04011305379501914
2.563,-0.02978478582127785
2.564,-0.03448734561183244
2.565,-0.03981298896127825
2.566,-0.041077132888907325
2.567,-0.035712303020187644
2.568,-0.031429546333185
2.569,-0.03835766250782526
2.57,-0.041227722828047784
2.571,-0.034858918405575666
2.572,-0.03405362408331023
2.573,-0.038764842900975
2.574,-0.03622524171203312
2.575,-0.02587458969127252
2.576,-0.014850939980606189
2.577,-0.015488607534551687
2.578,-0.02510733966370732
2.579,-0.024941039207239096
2.58,-0.018105853223557757
2.581,-0.007375094427922977
2.582,0.003028109154725411
2.583,-0.00034361266930669674
2.584,-0.017822095507367994
2.585,-0.023525254434055107
2.586,-0.016439289175038348
2.587,-0.0033392593122399776
2.588,0.0010527437871603582
2.589,-0.01276216132570658
2.59,-0.02327369164156357
2.591,-0.014837975720319184
2.592,-5.4806530784046005e-05
2.593,0.00424669692521349
2.594,-0.009394311033416262
2.595,-0.02623708325068946
2.596,-0.024727321277953303
2.597,-0.010297640878770201
2.598,-0.004821826139182394
2.599,-0.006678196227946893
2.6,-0.016272826239397603
2.601,-0.027832885081485393
2.602,-0.02182042590263584
2.603,-0.008300615273016189
2.604,-0.004312614699601244
2.605,-0.014141012540648529
2.606,-0.027085725962723763
2.607,-0.03237507898504661
2.608,-0.020651958989703605
2.609,-0.014069520828933793
2.61,-0.020659172258962192
2.611,-0.03509091558580738
2.612,-0.047837316308636024
2.613,-0.050584151761643076
2.614,-0.04197826752627101
2.615,-0.028833591953147136
2.616,-0.027403009838649538
2.617,-0.04583208509566948
2.618,-0.06477429272132938
2.619,-0.05953950782464123
2.62,-0.04212530331134063
2.621,-0.034036402786866045
2.622,-0.038396811488244115
2.623,-0.05788533927169352
2.624,-0.06568835136923411
2.625,-0.049429338794063145
2.626,-0.031065139940370797
2.627,-0.033039033105042144
2.628,-0.04558447587431207
2.629,-0.05366146710226808
2.63,-0.04332020678308252
2.631,-0.01976934038024714
2.632,-0.011272528786569244
2.633,-0.025820056900517058
2.634,-0.042747448874906196
2.635,-0.03335102968801036
2.636,-0.0039047612550966605
2.637,0.0063285847520549625
2.638,-0.021281499832915877
2.639,-0.05045450361362098
2.64,-0.05172931155059312
2.641,-0.03310726484001369
2.642,-0.011287515906642771
2.643,-0.01324059621251588
2.644,-0.04336164555520968
2.645,-0.06622497292208775
2.646,-0.055474637186138105
2.647,-0.027704604078714244
2.648,-0.02053475845806638
2.649,-0.052031196129566096
2.65,-0.07776008826204472
2.651,-0.06729313818490112
2.652,-0.041800861231374595
2.653,-0.04206483000628132
2.654,-0.06820055527496871
2.655,-0.08577872274775489
2.656,-0.06946472907649061
2.657,-0.04774546878816707
2.658,-0.050442006586627425
2.659,-0.06663308368710567
2.66,-0.07924332692581165
2.661,-0.07280508321595315
2.662,-0.051503640847154544
2.663,-0.04652085685696439
2.664,-0.06973983322609155
2.665,-0.09924000231893129
2.666,-0.10274794585042007
2.667,-0.07365907107670636
2.668,-0.050186029926426304
2.669,-0.07160393662241489
2.67,-0.10807561693687547
2.671,-0.1096246276117965
2.672,-0.0919255490113114
2.673,-0.07127418507287146
2.674,-0.05728593942617841
2.675,-0.05178305155790532
2.676,-0.04046747640818463
2.677,-0.024431880088259944
2.678,-0.0076229322079206215
2.679,0.02013409113632631
2.68,0.06169850204114392
2.681,0.11022266116248036
2.682,0.16503483749567596
2.683,0.2199067957109921
2.684,0.2645221510712211
2.685,0.31691721090693975
2.686,0.4050590377516228
2.687,0.5314024994088039
2.688,0.6362427449358182
2.689,0.6725204230247662
2.69,0.6848083084839411
2.691,0.7572293514363437
2.692,0.8967614732413868
2.693,1.0461059150411989
2.694,1.1304399848518367
2.695,1.154607964202142
2.696,1.184674244310106
2.697,1.2734566776320717
2.698,1.4187874270993206
2.699,1.5645038879608952
2.7,1.6384076631195341
2.701,1.6418447441001023
2.702,1.653157583330523
2.703,1.7094129680310572
2.704,1.7830948970628802
2.705,1.8376790002067178
2.706,1.8329963805551184
2.707,1.7622516808865774
2.708,1.6542772711045786
2.709,1.5547363615920353
2.71,1.5024621721220006
2.711,1.4941886459086233
2.712,1.4504996788824152
2.713,1.3169217310983485
2.714,1.1398958290187218
2.715,1.0014529180573857
2.716,0.9330829365940856
2.717,0.8909964316849986
2.718,0.8026155134357899
2.719,0.6381193496552496
2.72,0.4439588213127783
2.721,0.31490514886155646
2.722,0.27740597974062076
2.723,0.2616063918892963
2.724,0.18129312936330214
2.725,0.027828661198127953
2.726,-0.11200598040287556
2.727,-0.13788524057629395
2.728,-0.061291903228020764
2.729,0.007227668118228286
2.73,-0.012037806856112509
2.731,-0.09024244092815628
2.732,-0.1324263928754146
2.733,-0.09570101890008051
2.734,-0.022608850836564467
2.735,0.015065322275514336
2.736,-0.007212637073430147
2.737,-0.04767953845421708
2.738,-0.045705552940817296
2.739,0.0032188155722487183
2.74,0.03876179061235463
2.741,0.013550616617718829
2.742,-0.0363931506516119
2.743,-0.05733033900550716
2.744,-0.033909429440774116
2.745,-0.002282769530800016
2.746,-0.01620318086845336
2.747,-0.0652626163637724
2.748,-0.09108785511857596
2.749,-0.07288064329886136
2.75,-0.03735915928953372
2.751,-0.025871585646559305
2.752,-0.06176057916234659
2.753,-0.10760429349280817
2.754,-0.11291236873612359
2.755,-0.08322688291533885
2.756,-0.050845229678276566
2.757,-0.05629419069526613
2.758,-0.09220588460434395
2.759,-0.11276950800214823
2.76,-0.10479209831603493
2.761,-0.0774898008159251
2.762,-0.04973220763679308
2.763,-0.04761898972407002
2.764,-0.06551121986458988
2.765,-0.07172893629215771
2.766,-0.06455664010616646
2.767,-0.05359315657300818
2.768,-0.040555005036733205
2.769,-0.032795909484199665
2.77,-0.03180472551017818
2.771,-0.03485381491647636
2.772,-0.04687970836889828
2.773,-0.05524279953683765
2.774,-0.043604132095364345
2.775,-0.020359674742536027
2.776,-0.0007241281759562754
2.777,-0.018274423937991363
2.778,-0.05889803967580024
2.779,-0.07359727016515928
2.78,-0.04484245068680717
2.781,-0.004608406070717797
2.782,0.004588406135040896
2.783,-0.03491491734064096
2.784,-0.0763467861714463
2.785,-0.07511470136561615
2.786,-0.03349523098509232
2.787,0.004838297236232171
2.788,-0.00909703656841704
2.789,-0.06510039087484396
2.79,-0.09828427364843527
2.791,-0.06774992906160376
2.792,-0.013525613417703199
2.793,0.006935030476368985
2.794,-0.030548324911762532
2.795,-0.08656565016782597
2.796,-0.09018952595793357
2.797,-0.04742397404092158
2.798,-0.011926912528254474
2.799,-0.01439467085652558
2.8,-0.04291100041211017
2.801,-0.06488549689355448
2.802,-0.05055523584402181
2.803,-0.027196529856159606
2.804,-0.01781220095624036
2.805,-0.029400009619205095
2.806,-0.040708598426891895
2.807,-0.03817595871602251
2.808,-0.02675159619093102
2.809,-0.025512026888540262
2.81,-0.030561108471116236
2.811,-0.03214411804924547
2.812,-0.03118967639626175
2.813,-0.02918289965655598
2.814,-0.03830225602615218
2.815,-0.04354952651534928
2.816,-0.03345989371498399
2.817,-0.02082565213637414
2.818,-0.0226924804515789
2.819,-0.0341898750407346
2.82,-0.05181552198920405
2.821,-0.05663517043520658
2.822,-0.03756941409081643
2.823,-0.021355928260275405
2.824,-0.04447804133946452
2.825,-0.08069575379317508
2.826,-0.08696265466046454
2.827,-0.05940825561153915
2.828,-0.035639621860469095
2.829,-0.04850118821331251
2.83,-0.08027122635652163
2.831,-0.0895815032245646
2.832,-0.07349440371319638
2.833,-0.052127334081909615
2.834,-0.05210187815638879
2.835,-0.07269301523988657
2.836,-0.08740386571777954
2.837,-0.07338908653170328
2.838,-0.04864783073547551
2.839,-0.040823052167937295
2.84,-0.05866884063758089
2.841,-0.07429535750678207
2.842,-0.06103439576309502
2.843,-0.03446543142382689
2.844,-0.028438762439064978
2.845,-0.03892999284825856
2.846,-0.05388723620623387
2.847,-0.044708908242328475
2.848,-0.01993527862861756
2.849,-0.0074317281477526195
2.85,-0.019395121529353493
2.851,-0.029037860156684112
2.852,-0.0269335697713761
2.853,-0.013775118436955745
2.854,0.0026036874652596454
2.855,0.007698949193628141
2.856,0.0005418287942163261
2.857,-0.006000736441183562
2.858,-0.0033332757490799852
2.859,0.0037619521190986236
2.86,-0.0001522008676749465
2.861,-0.0007928298209297282
2.862,0.020766890655411225
2.863,0.034424834146875354
2.864,0.02121173411632176
2.865,0.002345591785364468
2.866,0.001586968882155452
2.867,0.021157533684545933
2.868,0.04257575604860713
2.869,0.041557671666588844
2.87,0.016989574266358033
2.871,0.002828376547215555
2.872,0.01633611619879531
2.873,0.03813927504513888
2.874,0.048871868648193435
2.875,0.03894347306529618
2.876,0.024772941266728847
2.877,0.022559182420120078
2.878,0.03543168952829149
2.879,0.05167478071984483
2.88,0.05105495976214021
2.881,0.033891922679143316
2.882,0.022827118658812186
2.883,0.03411411257517906
2.884,0.05238808982323514
2.885,0.06081570655432006
2.886,0.056333417105620356
2.887,0.055166948281676016
2.888,0.06228312010678408
2.889,0.06482365468745711
2.89,0.06341871249677924
2.891,0.06925770177141016
2.892,0.0839385471152067
2.893,0.09881439154790249
2.894,0.0967698642415717
2.895,0.08530484180384613
2.896,0.08650297649336448
2.897,0.1001754288448521
2.898,0.11539202965029384
2.899,0.1297986287815001
2.9,0.1268453096462024
2.901,0.10642660542416364
2.902,0.10487827243048851
2.903,0.1270404253066156
2.904,0.13926908381087977
2.905,0.1323748383716024
2.906,0.11476175978024662
2.907,0.10926657866177364
2.908,0.12228216944632328
2.909,0.1305972894362728
2.91,0.12477415457464429
2.911,0.11185437208646686
2.912,0.10780156453989875
2.913,0.1144535247017801
2.914,0.1068962724290699
2.915,0.09174505780076074
2.916,0.08586843903696709
2.917,0.0945645910023452
2.918,0.10558837599343465
2.919,0.10372141176493024
2.92,0.08134109728376315
2.921,0.059186158698840294
2.922,0.07114844341598962
2.923,0.10022120244698438
2.924,0.10608612606890243
2.925,0.07784979073499095
2.926,0.03988050812120165
2.927,0.04535287535414459
2.928,0.08926699057626868
2.929,0.11421661497444566
2.93,0.09644601241652154
2.931,0.05564376173630101
2.932,0.026634196497622185
2.933,0.045774541749499374
2.934,0.08909547059312486
2.935,0.09411872881301016
2.936,0.05003598635580241
2.937,0.0069874184319565534
2.938,0.010085665201948377
2.939,0.04567429033511679
2.94,0.06427293857141998
2.941,0.04268230738143475
2.942,0.017890238836239535
2.943,0.01002837244067652
2.944,0.021018037740985263
2.945,0.03098704869415786
2.946,0.01583634012783304
2.947,-0.0010552505732971953
2.948,0.008064870734768624
2.949,0.012566992716311115
2.95,-0.0023491481599819623
2.951,-0.02368685573627987
2.952,-0.027878117533342545
2.953,-0.0038880340455650754
2.954,0.02549285019936761
2.955,0.015913196922279344
2.956,-0.01834587649554239
2.957,-0.042071154876418604
2.958,-0.02626785447459751
2.959,0.014953944660503829
2.96,0.025972325362892117
2.961,-0.012621584940114786
2.962,-0.06056594485606841
2.963,-0.06738393826242885
2.964,-0.023039382233062056
2.965,0.017520958941084946
2.966,-0.0017020946076831962
2.967,-0.05645692998095593
2.968,-0.08759611307893396
2.969,-0.06713917203955064
2.97,-0.021717799880469877
2.971,-0.005729044380432407
2.972,-0.04000798630690887
2.973,-0.08383896180400319
2.974,-0.08646936451999757
2.975,-0.05467859669544024
2.976,-0.025890146619247566
2.977,-0.04111452298411421
2.978,-0.07702172329888105
2.979,-0.08750706719309219
2.98,-0.07712431869033606
2.981,-0.0682178757673997
2.982,-0.06470013934485938
2.983,-0.06706618502063252
2.984,-0.0696648251324792
2.985,-0.07282597263273657
2.986,-0.08176139045392022
2.987,-0.08236375011523858
2.988,-0.07225059561968614
2.989,-0.06224684552805991
2.99,-0.06084273061926606
2.991,-0.07359744285297383
2.992,-0.09716668464734442
2.993,-0.10610580322992957
2.994,-0.0892925778347552
2.995,-0.07096194854582659
2.996,-0.06738645539023436
2.997,-0.08657467530851323
2.998,-0.11687092743008783
2.999,-0.12019731768373625
3.0,-0.09353627665458976
3.001,-0.07087894254477596
3.002,-0.06680393237388374
3.003,-0.08306612746483566
3.004,-0.10732765488629102
3.005,-0.1172091706740883
3.006,-0.10401641885941244
3.007,-0.07613411815600858
3.008,-0.059535120606174136
3.009,-0.0758819901083663
3.01,-0.10941994272429122
3.011,-0.13133454412008036
3.012,-0.1247233720873211
3.013,-0.08663612255950003
3.014,-0.049848197924903394
3.015,-0.05803101802547772
3.016,-0.10426022984559266
3.017,-0.14938992730540238
3.018,-0.1332569408723488
3.019,-0.06735938174116184
3.02,-0.025868741763984435
3.021,-0.05022303730034287
3.022,-0.11213454982330828
3.023,-0.14666909668843678
3.024,-0.11776812049573848
3.025,-0.050102867347764965
3.026,-0.016956133344176325
3.027,-0.0505585780288646
3.028,-0.10719060782143613
3.029,-0.1243420065706392
3.03,-0.08259609178615726
3.031,-0.020071096627980848
3.032,-0.004332912062960745
3.033,-0.03994009050033512
3.034,-0.0880115803310045
3.035,-0.0948000827821364
3.036,-0.05313636030908742
3.037,-0.01565412503733764
3.038,-0.019335768889598398
3.039,-0.038766482598808265
3.04,-0.058557993790488025
3.041,-0.07576841500940767
3.042,-0.06778607543099181
3.043,-0.04450635497392936
3.044,-0.029195958719644297
3.045,-0.040515058398984484
3.046,-0.0746715919611423
3.047,-0.09751573441138132
3.048,-0.09073030075287446
3.049,-0.0701363992119788
3.05,-0.055125115099639674
3.051,-0.05084446851167086
3.052,-0.07192818881699496
3.053,-0.10048749247256349
3.054,-0.0970516640472213
3.055,-0.07205961304512858
3.056,-0.05290494401475933
3.057,-0.05944063674973
3.058,-0.08556357686469644
3.059,-0.10300191843581206
3.06,-0.08657426925907387
3.061,-0.0604667310332271
3.062,-0.05170873386678861
3.063,-0.06359428203037562
3.064,-0.08109021491707885
3.065,-0.07876436950585207
3.066,-0.05930798785246913
3.067,-0.0407791776083561
3.068,-0.042370447120397406
3.069,-0.06395764111060707
3.07,-0.08262878149939681
3.071,-0.08104905627366782
3.072,-0.06561568119042824
3.073,-0.05454876104111841
3.074,-0.056302518738102277
3.075,-0.07271831844398548
3.076,-0.08681684233765674
3.077,-0.09048084492337075
3.078,-0.0778044862230656
3.079,-0.05760524939265993
3.08,-0.05648757375948303
3.081,-0.0821022203378269
3.082,-0.11008700993951252
3.083,-0.11335781327727064
3.084,-0.086695120146987
3.085,-0.05902926069582604
3.086,-0.07152628299107669
3.087,-0.11190443980216956
3.088,-0.1375161403124753
3.089,-0.1347012162908795
3.09,-0.10086746523525071
3.091,-0.06898294793587594
3.092,-0.09734548721008565
3.093,-0.1645299433408893
3.094,-0.18910099824457685
3.095,-0.15487740022054636
3.096,-0.10564254038798158
3.097,-0.09984230542429039
3.098,-0.14428808292674516
3.099,-0.18611386043826939
3.1,-0.18054799501291907
3.101,-0.14591448236905208
3.102,-0.11700088202888892
3.103,-0.12447754777755116
3.104,-0.15886436238246313
3.105,-0.17217537766346735
3.106,-0.16086928732938677
3.107,-0.1384246595833533
3.108,-0.119260430787577
3.109,-0.12660273786276377
3.11,-0.14608495584045708
3.111,-0.14341109079406253
3.112,-0.1254125925653634
3.113,-0.1137921439780858
3.114,-0.11197206880800993
3.115,-0.11764677743617581
3.116,-0.11544340122267013
3.117,-0.1100064800204431
3.118,-0.11069638784368617
3.119,-0.11250377586960758
3.12,-0.11406589272595494
3.121,-0.11882946339160458
3.122,-0.11573033656235299
3.123,-0.11142414483801409
3.124,-0.10820649384016381
3.125,-0.1072700379407372
3.126,-0.11471835317767978
3.127,-0.12151452659064076
3.128,-0.12110935670823084
3.129,-0.11293012956485105
3.13,-0.10340801757878142
3.131,-0.10336291476490427
3.132,-0.11203485722204487
3.133,-0.1266702584075513
3.134,-0.13264088456917258
3.135,-0.1216570508685511
3.136,-0.10048121758762027
3.137,-0.10443163519215969
3.138,-0.1357624485465368
3.139,-0.15941105467472538
3.14,-0.1495254150896672
3.141,-0.11886972489355263
3.142,-0.10231119924157803
3.143,-0.11938381175836224
3.144,-0.15569957626543054
3.145,-0.1753342052652482
3.146,-0.15796674380915782
3.147,-0.1222960397795761
3.148,-0.10963551076497693
3.149,-0.1305881108237417
3.15,-0.15696420034354497
3.151,-0.15991321456827584
3.152,-0.14293168377715512
3.153,-0.12565678000146582
3.154,-0.11604258551811222
3.155,-0.11899308223766841
3.156,-0.12789601205944381
3.157,-0.1337602999020163
3.158,-0.13409484113632356
3.159,-0.123348312175466
3.16,-0.10980852990501494
3.161,-0.1036039429861578
3.162,-0.10107796818619243
3.163,-0.11713081792825497
3.164,-0.13899867893538465
3.165,-0.13362073989979736
3.166,-0.09685642951601893
3.167,-0.06962826604588614
3.168,-0.08783619128913374
3.169,-0.14153645288109992
3.17,-0.17407124467456947
3.171,-0.1366115928396137
3.172,-0.08120844456598007
3.173,-0.0815467130802198
3.174,-0.13559409846283424
3.175,-0.18125951490278408
3.176,-0.1711807780991868
3.177,-0.11801094575007938
3.178,-0.08908744924254777
3.179,-0.1156318003167943
3.18,-0.16074840774753074
3.181,-0.18393618554128566
3.182,-0.1563141834012683
3.183,-0.11453774533720698
3.184,-0.1110164876858591
3.185,-0.14510593974785438
3.186,-0.17280039753753795
3.187,-0.16301449136441137
3.188,-0.12778590914004745
3.189,-0.11812705323852661
3.19,-0.13523479530314236
3.191,-0.1502466376464452
3.192,-0.14518303250041895
3.193,-0.12400109088695854
3.194,-0.11119127727979217
3.195,-0.11981174488834086
3.196,-0.12822914680716418
3.197,-0.11993824233078272
3.198,-0.10560213283594248
3.199,-0.10087526213056608
3.2,-0.10823210837522788
3.201,-0.11235892068704056
3.202,-0.09930117699401639
3.203,-0.08589145028821829
3.204,-0.08043442143847107
3.205,-0.08744310940091421
3.206,-0.09537546647834458
3.207,-0.08623795508709033
3.208,-0.060317841013830836
3.209,-0.04937566275596897
3.21,-0.06518370036801736
3.211,-0.08106859145175085
3.212,-0.07369567722147233
3.213,-0.05149271476016882
3.214,-0.04301897804427549
3.215,-0.06435221586180467
3.216,-0.08844618296441639
3.217,-0.08892881684673826
3.218,-0.06737894868556515
3.219,-0.04573330575197607
3.22,-0.05039053167777703
3.221,-0.07796975206824573
3.222,-0.10023880078108924
3.223,-0.09562092755795082
3.224,-0.07635422914437308
3.225,-0.06822917793546009
3.226,-0.08606737079413017
3.227,-0.10276507563245871
3.228,-0.09820817679035306
3.229,-0.09228423735599932
3.23,-0.09348937408592396
3.231,-0.09062329390904574
3.232,-0.0963076785813827
3.233,-0.10401026833527163
3.234,-0.10602140048839069
3.235,-0.10720169515719698
3.236,-0.10904769623021036
3.237,-0.11168785486318726
3.238,-0.1140636494154265
3.239,-0.11407052101254046
3.24,-0.12155586859195672
3.241,-0.1404120624659045
3.242,-0.14134072426091981
3.243,-0.12281755162265538
3.244,-0.10900205804678018
3.245,-0.11625735583181893
3.246,-0.1389846471970877
3.247,-0.15237919575196904
3.248,-0.14142283836402877
3.249,-0.1224819077104571
3.25,-0.11611398657695998
3.251,-0.13067531461467244
3.252,-0.15552786315875156
3.253,-0.15360631441929454
3.254,-0.12871146596002978
3.255,-0.11572685033992758
3.256,-0.12472658413238569
3.257,-0.14321636728033008
3.258,-0.151665535510321
3.259,-0.13598888578891685
3.26,-0.11036913870159347
3.261,-0.10879742844468536
3.262,-0.1281155154134488
3.263,-0.1432294528772025
3.264,-0.1377435759901289
3.265,-0.12783359825658067
3.266,-0.12979366031464346
3.267,-0.14278171083934932
3.268,-0.15870675939136056
3.269,-0.1650783454194419
3.27,-0.1543690448613139
3.271,-0.14230535240279243
3.272,-0.15055605321383486
3.273,-0.16439662728378193
3.274,-0.17137000444056327
3.275,-0.1687663944667725
3.276,-0.15298736383440037
3.277,-0.1429420036813648
3.278,-0.1537475337806003
3.279,-0.165641726579956
3.28,-0.1719909843127076
3.281,-0.16785665937755165
3.282,-0.15549555177157529
3.283,-0.1427847663248581
3.284,-0.14660743790196024
3.285,-0.15972501345720136
3.286,-0.16561085577210896
3.287,-0.15569557810227563
3.288,-0.14674382363105765
3.289,-0.14799129947016448
3.29,-0.1532338789800619
3.291,-0.1549110056686089
3.292,-0.15235186250521826
3.293,-0.14983337384334397
3.294,-0.15351269965109723
3.295,-0.16216611744295073
3.296,-0.1516887401735434
3.297,-0.13393530744766327
3.298,-0.13095468025705953
3.299,-0.14465843982745777
3.3,-0.15949715914807513
3.301,-0.1665356510074573
3.302,-0.15081103638342208
3.303,-0.12279842542889852
3.304,-0.10620345747371983
3.305,-0.11289842926963733
3.306,-0.12526062567593912
3.307,-0.11011660983463771
3.308,-0.0556328954644521
3.309,-0.004388278540432981
3.31,0.019129394246068052
3.311,0.028221319021589024
3.312,0.058716226533911606
3.313,0.12703901003916024
3.314,0.21705930405106447
3.315,0.29664632496124316
3.316,0.35726391796410284
3.317,0.40389287538086877
3.318,0.452394416129296
3.319,0.5248776869107673
3.32,0.620057780047992
3.321,0.7176953812866015
3.322,0.8038467684907482
3.323,0.881477996975472
3.324,0.9569627064558798
3.325,1.0322961238355537
3.326,1.1077388909270462
3.327,1.2011750387930138
3.328,1.3106395203499277
3.329,1.4033914470608047
3.33,1.4541843294748438
3.331,1.4739454719367646
3.332,1.490594471768983
3.333,1.5325282114774856
3.334,1.598678509887936
3.335,1.626487797231234
3.336,1.5645432307475826
3.337,1.4364327807936503
3.338,1.3212417886891494
3.339,1.2841005771557037
3.34,1.29222564074938
3.341,1.2425862324296297
3.342,1.0927994890635233
3.343,0.909162541319124
3.344,0.7931224297437435
3.345,0.7617536818269778
3.346,0.7305641597632312
3.347,0.6192840936508217
3.348,0.44084254324772065
3.349,0.27313487190789165
3.35,0.1917019385874677
3.351,0.17846374809119045
3.352,0.13478449023412706
3.353,0.01420822504823787
3.354,-0.12870542148071248
3.355,-0.2151520917820187
3.356,-0.20791644183206656
3.357,-0.14875861592793654
3.358,-0.1263441015474248
3.359,-0.16236249847262438
3.36,-0.20805829060501374
3.361,-0.21276185879299703
3.362,-0.17352876100749778
3.363,-0.14203186159857265
3.364,-0.15151623645504503
3.365,-0.1756848501940627
3.366,-0.17465476922848566
3.367,-0.1430362966102628
3.368,-0.11498362402472218
3.369,-0.1284514684830534
3.37,-0.1665668759916228
3.371,-0.1803854202938518
3.372,-0.1515436063648799
3.373,-0.11711087943420208
3.374,-0.12339440136737499
3.375,-0.16439036607129184
3.376,-0.19033765448161322
3.377,-0.18018398623796456
3.378,-0.15237882613291853
3.379,-0.13574431911296198
3.38,-0.1520305815746588
3.381,-0.18419752047372304
3.382,-0.19081083480561498
3.383,-0.16772572562416013
3.384,-0.14396077488889078
3.385,-0.14530130382545783
3.386,-0.16727066493246917
3.387,-0.1849231423364955
3.388,-0.18172730684399
3.389,-0.1684898494429531
3.39,-0.15773709901411445
3.391,-0.1506179865508207
3.392,-0.15533492176409103
3.393,-0.17173360924542966
3.394,-0.18547894776942805
3.395,-0.18219397964871137
3.396,-0.16316497735915095
3.397,-0.15200433054818105
3.398,-0.1633858283726801
3.399,-0.17750559515949582
3.4,-0.1811227163073654
3.401,-0.18148070998420285
3.402,-0.1701113778318129
3.403,-0.15347852858519548
3.404,-0.15522570331480112
3.405,-0.17931215200975972
3.406,-0.19771795450463642
3.407,-0.18518897476399226
3.408,-0.15151321388913533
3.409,-0.14147505054128928
3.41,-0.16277794906659587
3.411,-0.18786594821108327
3.412,-0.18437742459405312
3.413,-0.15904370399296264
3.414,-0.14193120162066253
3.415,-0.15450889769552334
3.416,-0.17581502619655712
3.417,-0.18124969502356503
3.418,-0.16480434915025644
3.419,-0.13713287796152238
3.42,-0.13168520887025295
3.421,-0.15527528180942957
3.422,-0.17105426341548777
3.423,-0.1599310459141661
3.424,-0.13575563283662764
3.425,-0.12899349648772238
3.426,-0.14566763779222794
3.427,-0.16288985138067816
3.428,-0.15811020991613653
3.429,-0.14298415193432532
3.43,-0.1344186862220951
3.431,-0.14162635039080598
3.432,-0.15779509553535429
3.433,-0.1633931335725905
3.434,-0.1501368661962913
3.435,-0.13585090762704577
3.436,-0.13596804640436982
3.437,-0.15628592804759214
3.438,-0.1778530646135443
3.439,-0.17260123586806628
3.44,-0.14707100685480892
3.441,-0.14169957394914717
3.442,-0.15772088511685262
3.443,-0.17037642051604435
3.444,-0.16632442510969814
3.445,-0.15500560470054653
3.446,-0.15020384943240106
3.447,-0.15108169679300873
3.448,-0.15173410825644332
3.449,-0.15681171679430128
3.45,-0.1549418947964733
3.451,-0.14602239346258822
3.452,-0.13673707276100394
3.453,-0.13510049090222748
3.454,-0.13619880704081005
3.455,-0.131934409721822
3.456,-0.11684612309156792
3.457,-0.11089333927134586
3.458,-0.11666675577241858
3.459,-0.10956348636810254
3.46,-0.10439827785386697
3.461,-0.11257503795633375
3.462,-0.11108885660616102
3.463,-0.10545752256082778
3.464,-0.10559965740431608
3.465,-0.10579641482614552
3.466,-0.11065335586197321
3.467,-0.11430296763336624
3.468,-0.11436811136220013
3.469,-0.12251894006980657
3.47,-0.13527898832752616
3.471,-0.1385105300840933
3.472,-0.13650997021229555
3.473,-0.13222867114699796
3.474,-0.1278242833555942
3.475,-0.13487529884063854
3.476,-0.14832601200421788
3.477,-0.16109148040490526
3.478,-0.16178996374534826
